Player,Category,total_score,seasons_played,avg_score,team
Allan Nyom,MF,0.0016353427975288,2,0.0008176713987644,West Brom
Marco Stiepermann,MF,0.0016327653868546,1,0.0016327653868546,Norwich
Isaac Mbenza,MF,0.001604995759624,1,0.001604995759624,Huddersfield
Rodrigo Gomes,MF,0.00160412745774,1,0.00160412745774,Wolves
Jonny Evans,MF,0.0015975232201076001,2,0.0007987616100538001,West Brom
Ramires,MF,0.00159191531462,1,0.00159191531462,Chelsea
David Meyler,MF,0.0015815067923284,1,0.0015815067923284,Hull City
Connor Roberts,MF,0.0015588222371929,2,0.00077941111859645,Burnley
Alexandre Lacazette,MF,0.0015495265495929999,2,0.0007747632747964999,Arsenal
Jason Denayer,MF,0.0015310296262352,1,0.0015310296262352,Sunderland
Ola Toivonen,MF,0.0015284276439827,1,0.0015284276439827,Sunderland
Cucho Hernández,MF,0.0015181141455849,1,0.0015181141455849,Watford
Ryan Fredericks,MF,0.001513275048705,2,0.0007566375243525,Bournemouth
Enner Valencia,MF,0.0015124096753169,2,0.00075620483765845,Everton
Jeremy Sarmiento,MF,0.001512327195027,3,0.000504109065009,Brighton
